term,votes,chosen,confidence,margin
crippling,"{""wordnet_lexnames"": [""adj.all"", ""verb.body"", ""verb.change""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Health""], ""vote_detail"": null}",Grammar,,
crony,"{""wordnet_lexnames"": [""noun.person""], ""mapped_categories"": [""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
crystallization,"{""wordnet_lexnames"": [""noun.cognition"", ""noun.object"", ""noun.phenomenon""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Home""], ""vote_detail"": null}",Grammar,,
cull,"{""wordnet_lexnames"": [""noun.cognition"", ""verb.contact"", ""verb.possession""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar""], ""vote_detail"": null}",Grammar,,
curate,"{""wordnet_lexnames"": [""noun.person""], ""mapped_categories"": [""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
curator,"{""wordnet_lexnames"": [""noun.person""], ""mapped_categories"": [""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
declination,"{""wordnet_lexnames"": [""noun.communication"", ""noun.location"", ""noun.object"", ""noun.state""], ""mapped_categories"": [""Emotions"", ""Grammar"", ""Health"", ""Home"", ""Professional"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
deficient,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
delicatessen,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.food""], ""mapped_categories"": [""Food"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Food,,
demystify,"{""wordnet_lexnames"": [""verb.change""], ""mapped_categories"": [], ""vote_detail"": {""Events & Activities"": 1, ""Opinions & Communication"": 1}}",Events & Activities,0.5,0.0
denotation,"{""wordnet_lexnames"": [""noun.cognition"", ""noun.communication""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
denunciation,"{""wordnet_lexnames"": [""noun.communication""], ""mapped_categories"": [""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
depraved,"{""wordnet_lexnames"": [""adj.all"", ""verb.social""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Professional""], ""vote_detail"": null}",Grammar,,
depravity,"{""wordnet_lexnames"": [""noun.act"", ""noun.attribute""], ""mapped_categories"": [""Abstract"", ""Activities""], ""vote_detail"": null}",Abstract,,
depressive,"{""wordnet_lexnames"": [""noun.person""], ""mapped_categories"": [""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
derelict,"{""wordnet_lexnames"": [""adj.all"", ""noun.artifact"", ""noun.person""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Health"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
derision,"{""wordnet_lexnames"": [""noun.act"", ""noun.communication""], ""mapped_categories"": [""Activities"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
derisive,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
derisively,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
deterrent,"{""wordnet_lexnames"": [""adj.all"", ""noun.cognition""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
deviant,"{""wordnet_lexnames"": [""adj.all"", ""noun.person""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
diffuse,"{""wordnet_lexnames"": [""adj.all"", ""verb.communication"", ""verb.contact"", ""verb.motion""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Travel""], ""vote_detail"": null}",Grammar,,
diligently,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
disdainful,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
disparagement,"{""wordnet_lexnames"": [""noun.act"", ""noun.communication""], ""mapped_categories"": [""Activities"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
disparaging,"{""wordnet_lexnames"": [""adj.all"", ""verb.communication""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
disparagingly,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
disperse,"{""wordnet_lexnames"": [""verb.change"", ""verb.communication"", ""verb.contact"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Travel""], ""vote_detail"": null}",Travel,,
dissemble,"{""wordnet_lexnames"": [""verb.communication"", ""verb.creation"", ""verb.perception""], ""mapped_categories"": [""Activities"", ""Food""], ""vote_detail"": null}",Food,,
dissemination,"{""wordnet_lexnames"": [""noun.act"", ""noun.attribute"", ""noun.communication""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
dissension,"{""wordnet_lexnames"": [""noun.communication"", ""noun.state""], ""mapped_categories"": [""Emotions"", ""Grammar"", ""Health"", ""Social""], ""vote_detail"": null}",Social,,
divination,"{""wordnet_lexnames"": [""noun.cognition"", ""noun.communication""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
dole,"{""wordnet_lexnames"": [""noun.act"", ""noun.possession""], ""mapped_categories"": [""Activities"", ""Shopping""], ""vote_detail"": null}",Shopping,,
domesticity,"{""wordnet_lexnames"": [""noun.act"", ""noun.attribute""], ""mapped_categories"": [""Abstract"", ""Activities""], ""vote_detail"": null}",Abstract,,
dribble,"{""wordnet_lexnames"": [""noun.act"", ""noun.body"", ""noun.event"", ""verb.body"", ""verb.contact"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Health"", ""Travel""], ""vote_detail"": null}",Health,,
dubiously,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
dwarfism,"{""wordnet_lexnames"": [""noun.state""], ""mapped_categories"": [""Emotions"", ""Health""], ""vote_detail"": null}",Health,,
ebb,"{""wordnet_lexnames"": [""noun.event"", ""noun.process"", ""verb.change"", ""verb.competition"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Travel""], ""vote_detail"": null}",Travel,,
edification,"{""wordnet_lexnames"": [""noun.cognition""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
edifice,"{""wordnet_lexnames"": [""noun.artifact""], ""mapped_categories"": [""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
egalitarian,"{""wordnet_lexnames"": [""adj.all"", ""noun.person""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
elated,"{""wordnet_lexnames"": [""adj.all"", ""verb.emotion""], ""mapped_categories"": [""Abstract"", ""Emotions"", ""Grammar""], ""vote_detail"": null}",Grammar,,
elation,"{""wordnet_lexnames"": [""noun.feeling"", ""noun.state""], ""mapped_categories"": [""Emotions"", ""Health""], ""vote_detail"": null}",Health,,
electrode,"{""wordnet_lexnames"": [""noun.artifact""], ""mapped_categories"": [""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
elephantine,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
embodiment,"{""wordnet_lexnames"": [""noun.act"", ""noun.cognition"", ""noun.person""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
eminence,"{""wordnet_lexnames"": [""noun.body"", ""noun.state""], ""mapped_categories"": [""Emotions"", ""Health""], ""vote_detail"": null}",Health,,
eminent,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
emulation,"{""wordnet_lexnames"": [""noun.act"", ""noun.cognition"", ""noun.feeling""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Emotions"", ""Grammar""], ""vote_detail"": null}",Grammar,,
encumbrance,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.cognition"", ""noun.possession""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Grammar,,
enduringly,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
engender,"{""wordnet_lexnames"": [""verb.body"", ""verb.creation""], ""mapped_categories"": [""Activities"", ""Food"", ""Health""], ""vote_detail"": null}",Food,,
ephemera,"{""wordnet_lexnames"": [""noun.animal"", ""noun.time""], ""mapped_categories"": [""Home"", ""Time & Quantity""], ""vote_detail"": null}",Time & Quantity,,
ephemeral,"{""wordnet_lexnames"": [""adj.all"", ""noun.animal""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Home""], ""vote_detail"": null}",Grammar,,
equable,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
equilibrium,"{""wordnet_lexnames"": [""noun.cognition"", ""noun.process"", ""noun.shape"", ""noun.state""], ""mapped_categories"": [""Abstract"", ""Emotions"", ""Grammar"", ""Health""], ""vote_detail"": null}",Grammar,,
etch,"{""wordnet_lexnames"": [""verb.change"", ""verb.contact"", ""verb.creation"", ""verb.perception""], ""mapped_categories"": [""Activities"", ""Food""], ""vote_detail"": null}",Food,,
etching,"{""wordnet_lexnames"": [""noun.act"", ""noun.artifact"", ""verb.change"", ""verb.contact"", ""verb.creation"", ""verb.perception""], ""mapped_categories"": [""Activities"", ""Food"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Food,,
euphemism,"{""wordnet_lexnames"": [""noun.communication""], ""mapped_categories"": [""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
euphemistic,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
euphemistically,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
euphoric,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
exalted,"{""wordnet_lexnames"": [""adj.all"", ""verb.change"", ""verb.communication"", ""verb.emotion""], ""mapped_categories"": [""Abstract"", ""Emotions"", ""Grammar""], ""vote_detail"": null}",Grammar,,
exorcism,"{""wordnet_lexnames"": [""noun.cognition""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
exorcist,"{""wordnet_lexnames"": [""noun.person""], ""mapped_categories"": [""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
extant,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
extracurricular,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
fabled,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
fabricate,"{""wordnet_lexnames"": [""verb.creation""], ""mapped_categories"": [""Activities"", ""Food""], ""vote_detail"": null}",Food,,
fabrication,"{""wordnet_lexnames"": [""noun.act"", ""noun.communication""], ""mapped_categories"": [""Activities"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
facsimile,"{""wordnet_lexnames"": [""noun.artifact"", ""verb.communication""], ""mapped_categories"": [""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
fallacy,"{""wordnet_lexnames"": [""noun.cognition""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
farcical,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
feign,"{""wordnet_lexnames"": [""verb.communication"", ""verb.creation""], ""mapped_categories"": [""Activities"", ""Food""], ""vote_detail"": null}",Food,,
fete,"{""wordnet_lexnames"": [""noun.act"", ""noun.event"", ""verb.social""], ""mapped_categories"": [""Activities"", ""Professional""], ""vote_detail"": null}",Professional,,
figuratively,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
flagging,"{""wordnet_lexnames"": [""adj.all"", ""noun.artifact"", ""noun.group"", ""verb.change"", ""verb.communication"", ""verb.creation"", ""verb.motion""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Food"", ""Grammar"", ""Home"", ""Professional"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Food,,
flighty,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
flit,"{""wordnet_lexnames"": [""noun.act"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Travel""], ""vote_detail"": null}",Travel,,
floodgates,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.cognition""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Grammar,,
fluctuate,"{""wordnet_lexnames"": [""verb.change"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Travel""], ""vote_detail"": null}",Travel,,
fluctuation,"{""wordnet_lexnames"": [""noun.attribute"", ""noun.event""], ""mapped_categories"": [""Abstract"", ""Activities""], ""vote_detail"": null}",Abstract,,
forfeiture,"{""wordnet_lexnames"": [""noun.act"", ""noun.possession""], ""mapped_categories"": [""Activities"", ""Shopping""], ""vote_detail"": null}",Shopping,,
forlorn,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
forlornly,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
formidably,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
fractious,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
frolic,"{""wordnet_lexnames"": [""noun.act"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Travel""], ""vote_detail"": null}",Travel,,
fruition,"{""wordnet_lexnames"": [""noun.act"", ""noun.attribute"", ""noun.state""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Emotions"", ""Health""], ""vote_detail"": null}",Health,,
gale,"{""wordnet_lexnames"": [""noun.phenomenon""], ""mapped_categories"": [""Abstract"", ""Home""], ""vote_detail"": null}",Abstract,,
gambit,"{""wordnet_lexnames"": [""noun.act"", ""noun.communication""], ""mapped_categories"": [""Activities"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
gauche,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
glory,"{""wordnet_lexnames"": [""noun.attribute"", ""noun.state"", ""verb.communication""], ""mapped_categories"": [""Abstract"", ""Emotions"", ""Health""], ""vote_detail"": null}",Health,,
gout,"{""wordnet_lexnames"": [""noun.state""], ""mapped_categories"": [""Emotions"", ""Health""], ""vote_detail"": null}",Health,,
gravitate,"{""wordnet_lexnames"": [""verb.motion"", ""verb.stative""], ""mapped_categories"": [""Activities"", ""Travel""], ""vote_detail"": null}",Travel,,
gravitational,"{""wordnet_lexnames"": [""adj.pert""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
gravitationally,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
grievance,"{""wordnet_lexnames"": [""noun.communication"", ""noun.feeling""], ""mapped_categories"": [""Emotions"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
habitation,"{""wordnet_lexnames"": [""noun.act"", ""noun.artifact"", ""noun.location""], ""mapped_categories"": [""Activities"", ""Home"", ""Professional"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
hamper,"{""wordnet_lexnames"": [""noun.artifact"", ""verb.change"", ""verb.competition""], ""mapped_categories"": [""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
haphazard,"{""wordnet_lexnames"": [""adj.all"", ""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
haphazardly,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
hapless,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
haughtily,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
haughty,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
