English_Term,Translation,English_Sentence,Sentence_Translation,IPA,CEFR_Level,Tags,Notes
hydrogen,,,,,c1,,
hypocrisy,,,,,c1,,
hypocrite,,,,,c1,,
hypocritical,,,,,c1,,
hypocritically,,,,,c1,,
ideological,,,,,c1,,
immense,,,,,c1,,
immensely,,,,,c1,,
imminent,,,,,c1,,
immortalize,,,,,c1,,
imp,,,,,c1,,
impede,,,,,c1,,
impediment,,,,,c1,,
impersonal,,,,,c1,,
impersonally,,,,,c1,,
impersonate,,,,,c1,,
impersonation,,,,,c1,,
impersonator,,,,,c1,,
impervious,,,,,c1,,
impish,,,,,c1,,
impishly,,,,,c1,,
implementation,,,,,c1,,
implicate,,,,,c1,,
impoverished,,,,,c1,,
inability,,,,,c1,,
inappropriate,,,,,c1,,
incarcerate,,,,,c1,,
incarceration,,,,,c1,,
incidence,,,,,c1,,
incision,,,,,c1,,
incisor,,,,,c1,,
inclined,,,,,c1,,
inclusion,,,,,c1,,
inclusive,,,,,c1,,
inclusively,,,,,c1,,
indefinite,,,,,c1,,
indefinitely,,,,,c1,,
indicator,,,,,c1,,
indictment,,,,,c1,,
indigenous,,,,,c1,,
individuality,,,,,c1,,
induce,,,,,c1,,
induct,,,,,c1,,
induction,,,,,c1,,
inequality,,,,,c1,,
inexcusable,,,,,c1,,
inexcusably,,,,,c1,,
inexhaustible,,,,,c1,,
inexplicable,,,,,c1,,
inexplicably,,,,,c1,,
infamous,,,,,c1,,
inflict,,,,,c1,,
ingenious,,,,,c1,,
ingenuity,,,,,c1,,
inherent,,,,,c1,,
inherently,,,,,c1,,
inheritance,,,,,c1,,
inhibit,,,,,c1,,
initiate,,,,,c1,,
injustice,,,,,c1,,
inmate,,,,,c1,,
innovate,,,,,c1,,
inquire,,,,,c1,,
insecure,,,,,c1,,
insecurely,,,,,c1,,
insensitive,,,,,c1,,
insensitively,,,,,c1,,
insertion,,,,,c1,,
insider,,,,,c1,,
insightful,,,,,c1,,
insightfully,,,,,c1,,
instinctive,,,,,c1,,
instinctively,,,,,c1,,
institutional,,,,,c1,,
instrumental,,,,,c1,,
insubordinate,,,,,c1,,
insubordinately,,,,,c1,,
insubordination,,,,,c1,,
intact,,,,,c1,,
intake,,,,,c1,,
integral,,,,,c1,,
integrated,,,,,c1,,
integration,,,,,c1,,
integrity,,,,,c1,,
intellect,,,,,c1,,
intensify,,,,,c1,,
intensity,,,,,c1,,
interface,,,,,c1,,
interference,,,,,c1,,
interim,,,,,c1,,
interject,,,,,c1,,
interjection,,,,,c1,,
intervene,,,,,c1,,
intervention,,,,,c1,,
intriguing,,,,,c1,,
intuit,,,,,c1,,
intuition,,,,,c1,,
intuitive,,,,,c1,,
intuitively,,,,,c1,,
inventory,,,,,c1,,
invoice,,,,,c1,,
irate,,,,,c1,,
irately,,,,,c1,,
ironic,,,,,c1,,
irony,,,,,c1,,
irrelevant,,,,,c1,,
itinerary,,,,,c1,,
jersey,,,,,c1,,
judicial,,,,,c1,,
jurisdiction,,,,,c1,,
justification,,,,,c1,,
justly,,,,,c1,,
juvenile,,,,,c1,,
kidnap,,,,,c1,,
kidney,,,,,c1,,
knowledgeable,,,,,c1,,
lackluster,,,,,c1,,
landmark,,,,,c1,,
lapse,,,,,c1,,
large-scale,,,,,c1,,
latent,,,,,c1,,
lavatory,,,,,c1,,
layout,,,,,c1,,
legacy,,,,,c1,,
lesbian,,,,,c1,,
lesser,,,,,c1,,
lethal,,,,,c1,,
lethargic,,,,,c1,,
lethargically,,,,,c1,,
lethargy,,,,,c1,,
liable,,,,,c1,,
liaison,,,,,c1,,
likelihood,,,,,c1,,
limitless,,,,,c1,,
line-up,,,,,c1,,
linear,,,,,c1,,
linearly,,,,,c1,,
listing,,,,,c1,,
literacy,,,,,c1,,
litre,,,,,c1,,
long-standing,,,,,c1,,
long-time,,,,,c1,,
loom,,,,,c1,,
loop,,,,,c1,,
ludicrous,,,,,c1,,
ludicrously,,,,,c1,,
lust,,,,,c1,,
macabre,,,,,c1,,
machinery,,,,,c1,,
magnetic,,,,,c1,,
magnetically,,,,,c1,,
magnetism,,,,,c1,,
magnitude,,,,,c1,,
mainland,,,,,c1,,
mainstream,,,,,c1,,
malfunction,,,,,c1,,
mandate,,,,,c1,,
mandatory,,,,,c1,,
maneuver,,,,,c1,,
manicure,,,,,c1,,
manifest,,,,,c1,,
manipulation,,,,,c1,,
manuscript,,,,,c1,,
marginal,,,,,c1,,
marginally,,,,,c1,,
mark-up,,,,,c1,,
marketplace,,,,,c1,,
marvel,,,,,c1,,
maternal,,,,,c1,,
maternalistic,,,,,c1,,
maximise,,,,,c1,,
meaningless,,,,,c1,,
meaninglessly,,,,,c1,,
meantime,,,,,c1,,
medieval,,,,,c1,,
memo,,,,,c1,,
memoir,,,,,c1,,
merit,,,,,c1,,
methodical,,,,,c1,,
methodology,,,,,c1,,
midwife,,,,,c1,,
militant,,,,,c1,,
militia,,,,,c1,,
mingle,,,,,c1,,
minimal,,,,,c1,,
minimise,,,,,c1,,
mining,,,,,c1,,
ministry,,,,,c1,,
minutiae,,,,,c1,,
misplace,,,,,c1,,
mob,,,,,c1,,
mobilise,,,,,c1,,
module,,,,,c1,,
momentum,,,,,c1,,
monopoly,,,,,c1,,
monotonous,,,,,c1,,
monotonously,,,,,c1,,
monotony,,,,,c1,,
motley,,,,,c1,,
mountaineer,,,,,c1,,
munch,,,,,c1,,
municipal,,,,,c1,,
muscular,,,,,c1,,
mutually,,,,,c1,,
mythological,,,,,c1,,
mythology,,,,,c1,,
naive,,,,,c1,,
naively,,,,,c1,,
naivety,,,,,c1,,
namely,,,,,c1,,
naturalness,,,,,c1,,
neglectful,,,,,c1,,
negligent,,,,,c1,,
negligently,,,,,c1,,
negligible,,,,,c1,,
neighbouring,,,,,c1,,
nest,,,,,c1,,
neutralization,,,,,c1,,
neutralize,,,,,c1,,
newsletter,,,,,c1,,
niche,,,,,c1,,
nocturnal,,,,,c1,,
nominate,,,,,c1,,
non-profit,,,,,c1,,
nondescript,,,,,c1,,
norms,,,,,c1,,
notable,,,,,c1,,
notably,,,,,c1,,
notify,,,,,c1,,
notwithstanding,,,,,c1,,
numb,,,,,c1,,
oblige,,,,,c1,,
obscure,,,,,c1,,
obscurely,,,,,c1,,
occupant,,,,,c1,,
occupational,,,,,c1,,
occurrence,,,,,c1,,
oddity,,,,,c1,,
odds,,,,,c1,,
offering,,,,,c1,,
offspring,,,,,c1,,
operational,,,,,c1,,
opt,,,,,c1,,
optical,,,,,c1,,
orchard,,,,,c1,,
ordinarily,,,,,c1,,
organisational,,,,,c1,,
organizational,,,,,c1,,
orientation,,,,,c1,,
ornamental,,,,,c1,,
otter,,,,,c1,,
outset,,,,,c1,,
overalls,,,,,c1,,
overdraft,,,,,c1,,
oversee,,,,,c1,,
overseer,,,,,c1,,
panorama,,,,,c1,,
panoramic,,,,,c1,,
parameter,,,,,c1,,
parasite,,,,,c1,,
partially,,,,,c1,,
passing,,,,,c1,,
patent,,,,,c1,,
paternal,,,,,c1,,
paternalistic,,,,,c1,,
pathos,,,,,c1,,
pathway,,,,,c1,,
paywall,,,,,c1,,
peacock,,,,,c1,,
peasant,,,,,c1,,
pedicure,,,,,c1,,
pendulous,,,,,c1,,
pendulum,,,,,c1,,
peninsula,,,,,c1,,
perceptive,,,,,c1,,
perceptively,,,,,c1,,
perpetuate,,,,,c1,,
persecute,,,,,c1,,
persecution,,,,,c1,,
personalization,,,,,c1,,
personalize,,,,,c1,,
persuasively,,,,,c1,,
pertain,,,,,c1,,
pertinent,,,,,c1,,
petition,,,,,c1,,
phenomenal,,,,,c1,,
phenomenally,,,,,c1,,
physicality,,,,,c1,,
physique,,,,,c1,,
pigeon,,,,,c1,,
pinnacle,,,,,c1,,
pioneer,,,,,c1,,
pipeline,,,,,c1,,
placid,,,,,c1,,
placidly,,,,,c1,,
plaque,,,,,c1,,
plaster,,,,,c1,,
plausibility,,,,,c1,,
plausible,,,,,c1,,
plausibly,,,,,c1,,
plea,,,,,c1,,
pleasurable,,,,,c1,,
pledge,,,,,c1,,
ploy,,,,,c1,,
plumbing,,,,,c1,,
plummet,,,,,c1,,
plunge,,,,,c1,,
poetess,,,,,c1,,
poise,,,,,c1,,
poll,,,,,c1,,
popularization,,,,,c1,,
portable,,,,,c1,,
portfolio,,,,,c1,,
portray,,,,,c1,,
portrayal,,,,,c1,,
possessor,,,,,c1,,
post-war,,,,,c1,,
posture,,,,,c1,,
pounce,,,,,c1,,
practitioner,,,,,c1,,
preach,,,,,c1,,
preacher,,,,,c1,,
precedent,,,,,c1,,
precision,,,,,c1,,
predator,,,,,c1,,
predecessor,,,,,c1,,
predominantly,,,,,c1,,
pregnancy,,,,,c1,,
premier,,,,,c1,,
premise,,,,,c1,,
premises,,,,,c1,,
premium,,,,,c1,,
presently,,,,,c1,,
preside,,,,,c1,,
presume,,,,,c1,,
prevalence,,,,,c1,,
prey,,,,,c1,,
primitively,,,,,c1,,
principally,,,,,c1,,
privatization,,,,,c1,,
privileged,,,,,c1,,
problematic,,,,,c1,,
proceeding,,,,,c1,,
proceeds,,,,,c1,,
processing,,,,,c1,,
processor,,,,,c1,,
productivity,,,,,c1,,
profess,,,,,c1,,
professionalism,,,,,c1,,
profound,,,,,c1,,
profoundly,,,,,c1,,
prohibitive,,,,,c1,,
prohibitively,,,,,c1,,
proliferate,,,,,c1,,
prolific,,,,,c1,,
prolifically,,,,,c1,,
pronounced,,,,,c1,,
prop,,,,,c1,,
propaganda,,,,,c1,,
prophet,,,,,c1,,
prophetic,,,,,c1,,
proposition,,,,,c1,,
prosecution,,,,,c1,,
prosecutor,,,,,c1,,
prospective,,,,,c1,,
protagonist,,,,,c1,,
protocol,,,,,c1,,
provincial,,,,,c1,,
provisions,,,,,c1,,
provocative,,,,,c1,,
provocatively,,,,,c1,,
provoke,,,,,c1,,
prowl,,,,,c1,,
psyche,,,,,c1,,
psychiatric,,,,,c1,,
psychiatrist,,,,,c1,,
purity,,,,,c1,,
quarry,,,,,c1,,
quest,,,,,c1,,
quip,,,,,c1,,
quirk,,,,,c1,,
quirky,,,,,c1,,
quota,,,,,c1,,
radiator,,,,,c1,,
raid,,,,,c1,,
ranking,,,,,c1,,
rapport,,,,,c1,,
rarity,,,,,c1,,
ratio,,,,,c1,,
raunchily,,,,,c1,,
raunchy,,,,,c1,,
readable,,,,,c1,,
realism,,,,,c1,,
realist,,,,,c1,,
realization,,,,,c1,,
realm,,,,,c1,,
reap,,,,,c1,,
reasoning,,,,,c1,,
reassurance,,,,,c1,,
reassure,,,,,c1,,
rebellion,,,,,c1,,
recess,,,,,c1,,
recessive,,,,,c1,,
recharge,,,,,c1,,
recipient,,,,,c1,,
recognizable,,,,,c1,,
recognizably,,,,,c1,,
reconstruction,,,,,c1,,
recount,,,,,c1,,
recruitment,,,,,c1,,
rediscover,,,,,c1,,
reenact,,,,,c1,,
referendum,,,,,c1,,
refreshing,,,,,c1,,
refreshingly,,,,,c1,,
refurbish,,,,,c1,,
refurbishment,,,,,c1,,
regulator,,,,,c1,,
regulatory,,,,,c1,,
rehabilitation,,,,,c1,,
reign,,,,,c1,,
relapse,,,,,c1,,
relevance,,,,,c1,,
reliability,,,,,c1,,
relinquish,,,,,c1,,
reluctantly,,,,,c1,,
remedial,,,,,c1,,
reminisce,,,,,c1,,
reminiscent,,,,,c1,,
remorse,,,,,c1,,
remorsefully,,,,,c1,,
remorseless,,,,,c1,,
remorselessly,,,,,c1,,
remotely,,,,,c1,,
removal,,,,,c1,,
removed,,,,,c1,,
render,,,,,c1,,
rendering,,,,,c1,,
renown,,,,,c1,,
renowned,,,,,c1,,
repel,,,,,c1,,
repellant,,,,,c1,,
repertory,,,,,c1,,
reportedly,,,,,c1,,
representation,,,,,c1,,
reproduction,,,,,c1,,
repute,,,,,c1,,
resent,,,,,c1,,
reside,,,,,c1,,
residue,,,,,c1,,
resilience,,,,,c1,,
resilient,,,,,c1,,
resin,,,,,c1,,
resonate,,,,,c1,,
respective,,,,,c1,,
respectively,,,,,c1,,
respite,,,,,c1,,
restoration,,,,,c1,,
restorative,,,,,c1,,
restraint,,,,,c1,,
retention,,,,,c1,,
retrace,,,,,c1,,
revealing,,,,,c1,,
revere,,,,,c1,,
rhetoric,,,,,c1,,
rifle,,,,,c1,,
riot,,,,,c1,,
riveting,,,,,c1,,
robust,,,,,c1,,
robustly,,,,,c1,,
rod,,,,,c1,,
rookie,,,,,c1,,
roster,,,,,c1,,
rotate,,,,,c1,,
rotation,,,,,c1,,
roundup,,,,,c1,,
rudimentary,,,,,c1,,
rudiments,,,,,c1,,
ruling,,,,,c1,,
rumble,,,,,c1,,
rumour,,,,,c1,,
rustle,,,,,c1,,
ruthless,,,,,c1,,
ruthlessness,,,,,c1,,
sacrifice,,,,,c1,,
saint,,,,,c1,,
salivate,,,,,c1,,
saloon,,,,,c1,,
salvage,,,,,c1,,
salvation,,,,,c1,,
salve,,,,,c1,,
sanction,,,,,c1,,
sanctity,,,,,c1,,
sap,,,,,c1,,
sarcasm,,,,,c1,,
sarcastic,,,,,c1,,
sarcastically,,,,,c1,,
sauna,,,,,c1,,
scathing,,,,,c1,,
scattered,,,,,c1,,
sceptical,,,,,c1,,
scoff,,,,,c1,,
scorn,,,,,c1,,
scornful,,,,,c1,,
scornfully,,,,,c1,,
screenplay,,,,,c1,,
screenwriter,,,,,c1,,
scrutinize,,,,,c1,,
scrutiny,,,,,c1,,
secular,,,,,c1,,
sedate,,,,,c1,,
sedately,,,,,c1,,
sedentary,,,,,c1,,
seedling,,,,,c1,,
seemingly,,,,,c1,,
selective,,,,,c1,,
self-conscious,,,,,c1,,
self-worth,,,,,c1,,
sensitivity,,,,,c1,,
sentient,,,,,c1,,
sentiment,,,,,c1,,
sentimental,,,,,c1,,
sentimentally,,,,,c1,,
sequel,,,,,c1,,
settee,,,,,c1,,
setup,,,,,c1,,
sexuality,,,,,c1,,
shambles,,,,,c1,,
shareholder,,,,,c1,,
shortlist,,,,,c1,,
showy,,,,,c1,,
silhouette,,,,,c1,,
simplicity,,,,,c1,,
simulate,,,,,c1,,
simulation,,,,,c1,,
sin,,,,,c1,,
situated,,,,,c1,,
sketchbook,,,,,c1,,
slack,,,,,c1,,
slackly,,,,,c1,,
slob,,,,,c1,,
smug,,,,,c1,,
smugly,,,,,c1,,
snail,,,,,c1,,
snooze,,,,,c1,,
socialist,,,,,c1,,
socialization,,,,,c1,,
sole,,,,,c1,,
solely,,,,,c1,,
solidarity,,,,,c1,,
somber,,,,,c1,,
somberly,,,,,c1,,
somersault,,,,,c1,,
sovereignty,,,,,c1,,
spacious,,,,,c1,,
spam,,,,,c1,,
spartan,,,,,c1,,
specialised,,,,,c1,,
specification,,,,,c1,,
specimen,,,,,c1,,
spectrum,,,,,c1,,
speculative,,,,,c1,,
spine,,,,,c1,,
spontaneous,,,,,c1,,
spontaneously,,,,,c1,,
spotlight,,,,,c1,,
spouse,,,,,c1,,
sprawl,,,,,c1,,
sprout,,,,,c1,,
squander,,,,,c1,,
stabilise,,,,,c1,,
staccato,,,,,c1,,
staggering,,,,,c1,,
stamina,,,,,c1,,
standing,,,,,c1,,
staple,,,,,c1,,
stark,,,,,c1,,
startling,,,,,c1,,
startlingly,,,,,c1,,
stately,,,,,c1,,
statistical,,,,,c1,,
stiffen,,,,,c1,,
stimuli,,,,,c1,,
stimulus,,,,,c1,,
stoke,,,,,c1,,
strap,,,,,c1,,
strapping,,,,,c1,,
stray,,,,,c1,,
stressfully,,,,,c1,,
stretching,,,,,c1,,
strip,,,,,c1,,
structural,,,,,c1,,
structurally,,,,,c1,,
stuffily,,,,,c1,,
stuffiness,,,,,c1,,
stuffy,,,,,c1,,
stun,,,,,c1,,
stylistic,,,,,c1,,
stylistically,,,,,c1,,
submission,,,,,c1,,
subordinate,,,,,c1,,
subscriber,,,,,c1,,
subscription,,,,,c1,,
subsidy,,,,,c1,,
substantially,,,,,c1,,
substitution,,,,,c1,,
subtly,,,,,c1,,
suburban,,,,,c1,,
suburbia,,,,,c1,,
succession,,,,,c1,,
successor,,,,,c1,,
succulent,,,,,c1,,
succulently,,,,,c1,,
suds,,,,,c1,,
suffice,,,,,c1,,
suite,,,,,c1,,
suitor,,,,,c1,,
superficial,,,,,c1,,
superficially,,,,,c1,,
supple,,,,,c1,,
supreme,,,,,c1,,
surgical,,,,,c1,,
surplus,,,,,c1,,
suspension,,,,,c1,,
sustainably,,,,,c1,,
swap,,,,,c1,,
symptomatic,,,,,c1,,
synopsis,,,,,c1,,
synthesis,,,,,c1,,
synthetic,,,,,c1,,
synthetically,,,,,c1,,
tact,,,,,c1,,
tactful,,,,,c1,,
tactfully,,,,,c1,,
tactic,,,,,c1,,
tactical,,,,,c1,,
tailor,,,,,c1,,
tangle,,,,,c1,,
tangled,,,,,c1,,
tantamount,,,,,c1,,
tantrum,,,,,c1,,
tastebud,,,,,c1,,
taut,,,,,c1,,
tautly,,,,,c1,,
taxpayer,,,,,c1,,
tedious,,,,,c1,,
tediously,,,,,c1,,
tedium,,,,,c1,,
telltale,,,,,c1,,
temperament,,,,,c1,,
temperamental,,,,,c1,,
temperamentally,,,,,c1,,
tenant,,,,,c1,,
tenure,,,,,c1,,
terminate,,,,,c1,,
terrain,,,,,c1,,
testament,,,,,c1,,
texture,,,,,c1,,
thankfully,,,,,c1,,
theatrical,,,,,c1,,
theology,,,,,c1,,
theoretical,,,,,c1,,
thereby,,,,,c1,,
threshold,,,,,c1,,
thrive,,,,,c1,,
timber,,,,,c1,,
timid,,,,,c1,,
tinker,,,,,c1,,
tolerance,,,,,c1,,
torment,,,,,c1,,
torturous,,,,,c1,,
toughness,,,,,c1,,
tract,,,,,c1,,
trademark,,,,,c1,,
trampoline,,,,,c1,,
tranquil,,,,,c1,,
tranquility,,,,,c1,,
transaction,,,,,c1,,
transatlantic,,,,,c1,,
transfix,,,,,c1,,
transit,,,,,c1,,
transparency,,,,,c1,,
trauma,,,,,c1,,
traumatic,,,,,c1,,
tribal,,,,,c1,,
tribute,,,,,c1,,
troubled,,,,,c1,,
trustee,,,,,c1,,
trying,,,,,c1,,
tumour,,,,,c1,,
turmoil,,,,,c1,,
turn,,,,,c1,,
turnout,,,,,c1,,
turnover,,,,,c1,,
twitch,,,,,c1,,
tycoon,,,,,c1,,
unassisted,,,,,c1,,
unconstitutional,,,,,c1,,
unconventional,,,,,c1,,
unconvincing,,,,,c1,,
unconvincingly,,,,,c1,,
undaunted,,,,,c1,,
underlying,,,,,c1,,
undermine,,,,,c1,,
unenviable,,,,,c1,,
unenviably,,,,,c1,,
uneventful,,,,,c1,,
uniformity,,,,,c1,,
uninspiring,,,,,c1,,
unison,,,,,c1,,
unmanageable,,,,,c1,,
unmanned,,,,,c1,,
unmusical,,,,,c1,,
unmusically,,,,,c1,,
unoccupied,,,,,c1,,
unplug,,,,,c1,,
unprecedented,,,,,c1,,
unreliably,,,,,c1,,
unscathing,,,,,c1,,
unsettle,,,,,c1,,
unsettling,,,,,c1,,
unsustainable,,,,,c1,,
unsustainably,,,,,c1,,
untangle,,,,,c1,,
untangled,,,,,c1,,
unveil,,,,,c1,,
unwavering,,,,,c1,,
unwaveringly,,,,,c1,,
upcoming,,,,,c1,,
upheaval,,,,,c1,,
uphold,,,,,c1,,
utensil,,,,,c1,,
utilise,,,,,c1,,
vacuum,,,,,c1,,
validity,,,,,c1,,
variable,,,,,c1,,
vegetation,,,,,c1,,
venerate,,,,,c1,,
veneration,,,,,c1,,
ventilate,,,,,c1,,
ventilation,,,,,c1,,
verandah,,,,,c1,,
verdict,,,,,c1,,
verify,,,,,c1,,
versatile,,,,,c1,,
versatility,,,,,c1,,
verve,,,,,c1,,
viable,,,,,c1,,
vibrant,,,,,c1,,
vicious,,,,,c1,,
viciously,,,,,c1,,
victorious,,,,,c1,,
victoriously,,,,,c1,,
violation,,,,,c1,,
violet,,,,,c1,,
vitality,,,,,c1,,
vocal,,,,,c1,,
voluntarily,,,,,c1,,
voracious,,,,,c1,,
voraciously,,,,,c1,,
vulnerability,,,,,c1,,
vulnerable,,,,,c1,,
warehouse,,,,,c1,,
wares,,,,,c1,,
warfare,,,,,c1,,
warrant,,,,,c1,,
wary,,,,,c1,,
washtub,,,,,c1,,
waterfront,,,,,c1,,
wayside,,,,,c1,,
well-being,,,,,c1,,
whatsoever,,,,,c1,,
whereby,,,,,c1,,
whilst,,,,,c1,,
wholly,,,,,c1,,
wicked,,,,,c1,,
wickedly,,,,,c1,,
withdrawn,,,,,c1,,
wizened,,,,,c1,,
woo,,,,,c1,,
wooded,,,,,c1,,
wrangle,,,,,c1,,
wrench,,,,,c1,,
wry,,,,,c1,,
wryly,,,,,c1,,
zany,,,,,c1,,
aberration,,,,,c2,,
abhor,,,,,c2,,
abhorrent,,,,,c2,,
abhorrently,,,,,c2,,
abject,,,,,c2,,
abundantly,,,,,c2,,
accrue,,,,,c2,,
acreage,,,,,c2,,
acrobatic,,,,,c2,,
acrobatically,,,,,c2,,
acrobatics,,,,,c2,,
ad,,,,,c2,,
ad-lib,,,,,c2,,
additive,,,,,c2,,
adept,,,,,c2,,
adhesion,,,,,c2,,
adornment,,,,,c2,,
adulterate,,,,,c2,,
affectation,,,,,c2,,
aghast,,,,,c2,,
agile,,,,,c2,,
agility,,,,,c2,,
all-encompassing,,,,,c2,,
allegorical,,,,,c2,,
allegory,,,,,c2,,
allot,,,,,c2,,
allotment,,,,,c2,,
allude,,,,,c2,,
allusion,,,,,c2,,
amorphous,,,,,c2,,
amorphously,,,,,c2,,
anarchic,,,,,c2,,
angst,,,,,c2,,
angsty,,,,,c2,,
angular,,,,,c2,,
angularity,,,,,c2,,
annex,,,,,c2,,
anonymity,,,,,c2,,
antediluvian,,,,,c2,,
anthology,,,,,c2,,
anthropological,,,,,c2,,
anthropologically,,,,,c2,,
anticlimactically,,,,,c2,,
antidote,,,,,c2,,
antithesis,,,,,c2,,
antithetical,,,,,c2,,
apostle,,,,,c2,,
apprehend,,,,,c2,,
aptitude,,,,,c2,,
arcane,,,,,c2,,
arcanely,,,,,c2,,
archetypal,,,,,c2,,
archetype,,,,,c2,,
archival,,,,,c2,,
ardor,,,,,c2,,
arduous,,,,,c2,,
arduously,,,,,c2,,
armory,,,,,c2,,
articulation,,,,,c2,,
artifact,,,,,c2,,
artifice,,,,,c2,,
assimilate,,,,,c2,,
assimilation,,,,,c2,,
astringent,,,,,c2,,
athleticism,,,,,c2,,
attributive,,,,,c2,,
attrition,,,,,c2,,
attuned,,,,,c2,,
austere,,,,,c2,,
austerely,,,,,c2,,
austerity,,,,,c2,,
authenticity,,,,,c2,,
automate,,,,,c2,,
autonomous,,,,,c2,,
autonomously,,,,,c2,,
autopilot,,,,,c2,,
averse,,,,,c2,,
avian,,,,,c2,,
axiom,,,,,c2,,
axiomatic,,,,,c2,,
babble,,,,,c2,,
banish,,,,,c2,,
banishment,,,,,c2,,
baroque,,,,,c2,,
bauble,,,,,c2,,
behest,,,,,c2,,
belligerence,,,,,c2,,
belligerent,,,,,c2,,
bereft,,,,,c2,,
bereftly,,,,,c2,,
besiege,,,,,c2,,
blandishment,,,,,c2,,
blight,,,,,c2,,
blitz,,,,,c2,,
blubber,,,,,c2,,
blubbery,,,,,c2,,
blurb,,,,,c2,,
bogus,,,,,c2,,
bona,,,,,c2,,
bout,,,,,c2,,
brandish,,,,,c2,,
breadwinner,,,,,c2,,
brevity,,,,,c2,,
brim,,,,,c2,,
brimstone,,,,,c2,,
brink,,,,,c2,,
brood,,,,,c2,,
brouhaha,,,,,c2,,
buccaneer,,,,,c2,,
buffoonery,,,,,c2,,
burgeoning,,,,,c2,,
buzzard,,,,,c2,,
caffeinate,,,,,c2,,
calamitous,,,,,c2,,
calamitously,,,,,c2,,
calamity,,,,,c2,,
callous,,,,,c2,,
callously,,,,,c2,,
calorific,,,,,c2,,
capacious,,,,,c2,,
carbonize,,,,,c2,,
catastrophically,,,,,c2,,
cay,,,,,c2,,
centralized,,,,,c2,,
choreographical,,,,,c2,,
choreography,,,,,c2,,
chronologically,,,,,c2,,
chronology,,,,,c2,,
chrysalis,,,,,c2,,
cinematographer,,,,,c2,,
cinematography,,,,,c2,,
circumnavigate,,,,,c2,,
circumnavigation,,,,,c2,,
clinch,,,,,c2,,
cloister,,,,,c2,,
cloistered,,,,,c2,,
coax,,,,,c2,,
cocoon,,,,,c2,,
cogent,,,,,c2,,
cogently,,,,,c2,,
collide,,,,,c2,,
collider,,,,,c2,,
colloquial,,,,,c2,,
colloquially,,,,,c2,,
colloquium,,,,,c2,,
combustion,,,,,c2,,
commensurate,,,,,c2,,
commensurately,,,,,c2,,
commode,,,,,c2,,
compellingly,,,,,c2,,
computerize,,,,,c2,,
conciliation,,,,,c2,,
conciliatory,,,,,c2,,
concurrence,,,,,c2,,
condensation,,,,,c2,,
condone,,,,,c2,,
conduit,,,,,c2,,
confabulate,,,,,c2,,
confabulation,,,,,c2,,
confection,,,,,c2,,
confrontational,,,,,c2,,
confrontationally,,,,,c2,,
conglomerate,,,,,c2,,
conjecture,,,,,c2,,
connotation,,,,,c2,,
connote,,,,,c2,,
consign,,,,,c2,,
consignment,,,,,c2,,
consternation,,,,,c2,,
constrained,,,,,c2,,
contagion,,,,,c2,,
contemptuous,,,,,c2,,
contemptuously,,,,,c2,,
contractual,,,,,c2,,
contractually,,,,,c2,,
contraption,,,,,c2,,
contrive,,,,,c2,,
cordon,,,,,c2,,
corpse,,,,,c2,,
corpus,,,,,c2,,
cosmic,,,,,c2,,
cosset,,,,,c2,,
counsel,,,,,c2,,
counterproductive,,,,,c2,,
counterproductively,,,,,c2,,
crippling,,,,,c2,,
crony,,,,,c2,,
crystallization,,,,,c2,,
cull,,,,,c2,,
cultish,,,,,c2,,
curate,,,,,c2,,
curator,,,,,c2,,
dampen,,,,,c2,,
deaden,,,,,c2,,
decentralize,,,,,c2,,
declination,,,,,c2,,
deficient,,,,,c2,,
deficiently,,,,,c2,,
delicatessen,,,,,c2,,
demystification,,,,,c2,,
demystify,,,,,c2,,
denotation,,,,,c2,,
denote,,,,,c2,,
denunciation,,,,,c2,,
depraved,,,,,c2,,
depravity,,,,,c2,,
deprecate,,,,,c2,,
deprecatingly,,,,,c2,,
depressive,,,,,c2,,
derelict,,,,,c2,,
derision,,,,,c2,,
derisive,,,,,c2,,
derisively,,,,,c2,,
deterrent,,,,,c2,,
detract,,,,,c2,,
deviant,,,,,c2,,
deviantly,,,,,c2,,
diffuse,,,,,c2,,
diligently,,,,,c2,,
disdainful,,,,,c2,,
disparage,,,,,c2,,
disparagement,,,,,c2,,
disparaging,,,,,c2,,
disparagingly,,,,,c2,,
dispersal,,,,,c2,,
disperse,,,,,c2,,
dissemble,,,,,c2,,
disseminate,,,,,c2,,
dissemination,,,,,c2,,
dissension,,,,,c2,,
distill,,,,,c2,,
distillation,,,,,c2,,
divination,,,,,c2,,
dole,,,,,c2,,
domesticity,,,,,c2,,
drabness,,,,,c2,,
dribble,,,,,c2,,
drudgery,,,,,c2,,
dubiously,,,,,c2,,
dwarfism,,,,,c2,,
ebb,,,,,c2,,
eccentricity,,,,,c2,,
echolocate,,,,,c2,,
echolocation,,,,,c2,,
economize,,,,,c2,,
ecotourism,,,,,c2,,
edification,,,,,c2,,
edifice,,,,,c2,,
edify,,,,,c2,,
egalitarian,,,,,c2,,
eke,,,,,c2,,
elasticity,,,,,c2,,
elated,,,,,c2,,
elation,,,,,c2,,
electrode,,,,,c2,,
elephantine,,,,,c2,,
embodiment,,,,,c2,,
eminence,,,,,c2,,
eminent,,,,,c2,,
emolument,,,,,c2,,
emulate,,,,,c2,,
emulation,,,,,c2,,
emulsification,,,,,c2,,
emulsifier,,,,,c2,,
